,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
0,0,124-dn124,med,high,h030.png,22,4,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,3,2.0,0.3
1,1,123-jh123,med,high,h006.png,20,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,3,3.5,1.9
2,2,109-ib109,low,high,h017.png,4,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,3,1.2,1.4
3,3,101-mg101,med,high,h031.png,14,4,vicarious,99,mg101*M.mp4,mg101t2aeunaff_M.mp4,3,1.5,0.1
4,4,108-th108,high,high,h024.png,30,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,3,0.9,0.9
5,5,066-mg066,med,low,h008.png,23,3,vicarious,99,mg066*M.mp4,mg066t2aaunaff_M.mp4,3,3.0,2.0
6,6,066-mg066,high,high,h014.png,34,6,vicarious,99,mg066*H.mp4,mg066t1aaaff_H.mp4,3,3.5,0.6
7,7,103-jk103,low,high,h040.png,6,2,vicarious,99,jk103*L.mp4,jk103t1aaunaff_L.mp4,3,3.7,0.2
8,8,042-ll042,med,low,h028.png,15,3,vicarious,99,ll042*M.mp4,ll042t1afunaff_M.mp4,3,1.7,3.3
9,9,108-th108,low,low,l012.png,3,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,3,2.3,0.3
10,10,043-jh043,low,low,h009.png,1,1,vicarious,99,jh043*L.mp4,jh043t2aaunaff_L.mp4,3,3.2,0.1
11,11,109-ib109,med,low,h007.png,13,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,3,2.7,0.1
12,12,103-jk103,med,low,h047.png,19,3,vicarious,99,jk103*M.mp4,jk103t2aaunaff_M.mp4,3,2.2,0.7
13,13,095-tv095,high,low,l010.png,27,5,vicarious,99,tv095*H.mp4,tv095t1afaff_H.mp4,3,0.3,0.1
14,14,101-mg101,high,low,l027.png,33,5,vicarious,99,mg101*H.mp4,mg101t2aeaff_H.mp4,3,0.3,0.3
15,15,103-jk103,high,low,h017.png,35,5,vicarious,99,jk103*H.mp4,jk103t1aaaff_H.mp4,3,0.6,0.3
16,16,042-ll042,high,high,h048.png,26,6,vicarious,99,ll042*H.mp4,ll042t1aiaff_H.mp4,3,2.6,0.3
17,17,124-dn124,low,high,h020.png,0,2,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,3,0.5,3.5
18,18,080-bn080,low,high,h016.png,10,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,3,0.8,0.1
19,19,109-ib109,high,low,l034.png,29,5,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,3,0.9,0.6
20,20,106-nm106,low,low,l029.png,5,1,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,3,2.2,0.1
21,21,124-dn124,high,low,h045.png,25,5,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,3,2.2,0.3
22,22,043-jh043,high,high,h033.png,28,6,vicarious,99,jh043*H.mp4,jh043t2aeaff_H.mp4,3,3.8,3.6
23,23,123-jh123,high,low,l031.png,31,5,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,3,2.2,0.6
24,24,106-nm106,high,high,h035.png,32,6,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,3,2.4,0.2
25,25,080-bn080,high,high,h036.png,24,6,vicarious,99,bn080*H.mp4,bn080t1afaff_H.mp4,3,2.9,0.6
26,26,066-mg066,low,low,l003.png,9,1,vicarious,99,mg066*L.mp4,mg066t2aeunaff_L.mp4,3,1.5,0.9
27,27,042-ll042,low,high,h050.png,8,2,vicarious,99,ll042*L.mp4,ll042t1aaunaff_L.mp4,3,0.8,0.9
28,28,080-bn080,med,high,h041.png,18,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,3,0.9,3.6
29,29,095-tv095,med,high,h053.png,12,4,vicarious,99,tv095*M.mp4,tv095t2afaff_M.mp4,3,3.7,0.1
30,30,123-jh123,low,low,h002.png,7,1,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,3,0.5,1.4
31,31,108-th108,med,low,h026.png,17,3,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,3,0.8,1.6
32,32,095-tv095,low,low,l009.png,11,1,vicarious,99,tv095*L.mp4,tv095t2aeunaff_L.mp4,3,2.4,0.6
33,33,106-nm106,med,high,h015.png,16,4,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,3,2.9,3.4
34,34,101-mg101,low,high,h032.png,2,2,vicarious,99,mg101*L.mp4,mg101t2afunaff_L.mp4,3,3.8,0.3
35,35,043-jh043,med,low,l044.png,21,3,vicarious,99,jh043*M.mp4,jh043t2aeunaff_M.mp4,3,2.2,0.9
