,Unnamed: 0,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,block_num,cB_version,ISI1,ISI2
0,0,50,low,l042.png,33,5,pain,99,1,5,4.0,0.5
1,1,50,high,h016.png,30,6,pain,99,1,5,1.3,0.3
2,2,49,high,h007.png,18,4,pain,99,1,5,2.5,0.1
3,3,49,high,h010.png,12,4,pain,99,1,5,0.7,0.1
4,4,49,low,l013.png,13,3,pain,99,1,5,1.3,0.3
5,5,48,high,h055.png,0,2,pain,99,1,5,2.8,4.5
6,6,48,high,h040.png,6,2,pain,99,1,5,4.0,0.7
7,7,49,high,h020.png,22,4,pain,99,1,5,4.0,0.2
8,8,48,low,l036.png,9,1,pain,99,1,5,1.0,0.1
9,9,49,high,h005.png,14,4,pain,99,1,5,2.6,0.2
10,10,48,low,l043.png,5,1,pain,99,1,5,4.0,2.0
11,11,48,low,l016.png,3,1,pain,99,1,5,0.2,0.1
12,12,48,low,l022.png,7,1,pain,99,1,5,0.7,0.1
13,13,49,high,h045.png,16,4,pain,99,1,5,4.0,0.3
14,14,49,low,l049.png,17,3,pain,99,1,5,0.9,0.1
15,15,50,high,h037.png,28,6,pain,99,1,5,2.5,0.1
16,16,49,low,l052.png,21,3,pain,99,1,5,1.0,5.2
17,17,48,high,h013.png,10,2,pain,99,1,5,1.0,1.5
18,18,48,low,l026.png,1,1,pain,99,1,5,1.8,4.6
19,19,49,low,l030.png,19,3,pain,99,1,5,2.8,1.0
20,20,50,high,h001.png,24,6,pain,99,1,5,2.4,0.1
21,21,50,low,l002.png,25,5,pain,99,1,5,0.2,4.6
22,22,50,low,l046.png,31,5,pain,99,1,5,0.4,0.1
23,23,48,high,h011.png,2,2,pain,99,1,5,1.3,4.3
24,24,48,low,l014.png,11,1,pain,99,1,5,2.8,0.1
25,25,48,high,h051.png,4,2,pain,99,1,5,3.6,0.9
26,26,48,high,h054.png,8,2,pain,99,1,5,1.4,0.5
27,27,50,high,h043.png,34,6,pain,99,1,5,0.9,0.5
28,28,50,high,h049.png,26,6,pain,99,1,5,2.1,0.7
29,29,49,low,l021.png,23,3,pain,99,1,5,2.5,0.1
30,30,49,high,h047.png,20,4,pain,99,1,5,2.8,0.7
31,31,49,low,l033.png,15,3,pain,99,1,5,2.6,0.9
32,32,50,low,l035.png,27,5,pain,99,1,5,0.2,0.2
33,33,50,low,l041.png,35,5,pain,99,1,5,1.2,0.2
34,34,50,high,h032.png,32,6,pain,99,1,5,2.8,0.1
35,35,50,low,l008.png,29,5,pain,99,1,5,1.2,0.2
