,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
0,0,042-ll042,high,low,l038.png,35,5,vicarious,99,ll042*H.mp4,ll042t1aiaff_H.mp4,5,1.1,0.4
1,1,108-th108,low,high,h040.png,2,2,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,5,0.7,2.0
2,2,109-ib109,low,high,h048.png,0,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,5,3.2,3.9
3,3,123-jh123,low,high,h046.png,8,2,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,5,1.0,0.5
4,4,124-dn124,med,high,h008.png,16,4,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,5,0.5,3.5
5,5,066-mg066,low,low,h054.png,7,1,vicarious,99,mg066*L.mp4,mg066t2aeunaff_L.mp4,5,2.8,0.6
6,6,097-gf097,high,low,h042.png,29,5,vicarious,99,gf097*H.mp4,gf097t2aaunaff_H.mp4,5,0.7,0.1
7,7,048-aa048,low,high,h037.png,6,2,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,5,1.4,4.0
8,8,115-jy115,low,low,h025.png,1,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,5,3.2,0.1
9,9,064-ak064,high,high,h026.png,34,6,vicarious,99,ak064*H.mp4,ak064t1aaaff_H.mp4,5,3.6,4.0
10,10,124-dn124,low,low,l032.png,11,1,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,5,2.8,0.3
11,11,103-jk103,low,low,l031.png,3,1,vicarious,99,jk103*L.mp4,jk103t1aaunaff_L.mp4,5,0.5,1.7
12,12,109-ib109,high,high,h047.png,32,6,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,5,4.0,0.5
13,13,097-gf097,low,high,h038.png,4,2,vicarious,99,gf097*L.mp4,gf097t2aiunaff_L.mp4,5,0.0,0.1
14,14,048-aa048,med,low,h020.png,17,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,5,0.2,0.1
15,15,103-jk103,high,high,h014.png,24,6,vicarious,99,jk103*H.mp4,jk103t1aaaff_H.mp4,5,2.8,4.0
16,16,123-jh123,high,low,h006.png,25,5,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,5,1.1,0.4
17,17,103-jk103,med,high,h032.png,12,4,vicarious,99,jk103*M.mp4,jk103t2aaunaff_M.mp4,5,1.4,0.1
18,18,108-th108,med,high,h028.png,22,4,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,5,1.4,1.2
19,19,042-ll042,low,high,h036.png,10,2,vicarious,99,ll042*L.mp4,ll042t1aaunaff_L.mp4,5,3.2,0.5
20,20,123-jh123,med,high,h027.png,20,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,5,2.6,0.9
21,21,064-ak064,med,low,h011.png,23,3,vicarious,99,ak064*M.mp4,ak064t1aiaff_M.mp4,5,2.9,0.4
22,22,092-ch092,med,low,l009.png,19,3,vicarious,99,ch092*M.mp4,ch092t2aaaff_M.mp4,5,1.4,0.1
23,23,092-ch092,high,high,h044.png,28,6,vicarious,99,ch092*H.mp4,ch092t2aiaff_H.mp4,5,0.4,0.3
24,24,092-ch092,low,low,h003.png,5,1,vicarious,99,ch092*L.mp4,ch092t2aeaff_L.mp4,5,4.0,0.5
25,25,066-mg066,med,low,h027.png,21,3,vicarious,99,mg066*M.mp4,mg066t2aaunaff_M.mp4,5,4.0,0.6
26,26,109-ib109,med,low,h056.png,15,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,5,0.8,0.1
27,27,115-jy115,med,high,h029.png,14,4,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,5,2.4,0.6
28,28,108-th108,high,high,h009.png,26,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,5,3.6,0.1
29,29,097-gf097,med,high,h004.png,18,4,vicarious,99,gf097*M.mp4,gf097t1aiaff_M.mp4,5,3.2,0.6
30,30,064-ak064,low,low,l052.png,9,1,vicarious,99,ak064*L.mp4,ak064t1afunaff_L.mp4,5,1.0,0.6
31,31,042-ll042,med,low,l035.png,13,3,vicarious,99,ll042*M.mp4,ll042t1afunaff_M.mp4,5,0.8,0.6
32,32,115-jy115,high,low,h044.png,31,5,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,5,3.3,0.1
33,33,048-aa048,high,low,h053.png,27,5,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,5,1.6,0.6
34,34,124-dn124,high,high,h054.png,30,6,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,5,1.6,2.0
35,35,066-mg066,high,low,h010.png,33,5,vicarious,99,mg066*H.mp4,mg066t1aaaff_H.mp4,5,2.8,0.1
