,trial_order,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
0,0,115-jy115,med,low,l009.png,17,3,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,1,2.0,0.5
1,1,096-bg096,med,high,h056.png,22,4,vicarious,99,bg096*M.mp4,bg096t2aaaff_M.mp4,1,1.7,0.7
2,2,080-bn080,med,high,h052.png,20,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,1,1.6,0.8
3,3,043-jh043,med,high,h045.png,12,4,vicarious,99,jh043*M.mp4,jh043t2aeunaff_M.mp4,1,2.4,0.6
4,4,043-jh043,low,low,l020.png,9,1,vicarious,99,jh043*L.mp4,jh043t2aaunaff_L.mp4,1,3.0,2.9
5,5,106-nm106,high,low,l025.png,35,5,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,1,1.7,2.3
6,6,064-ak064,low,high,h051.png,10,2,vicarious,99,ak064*L.mp4,ak064t1afunaff_L.mp4,1,1.1,1.4
7,7,080-bn080,high,high,h042.png,24,6,vicarious,99,bn080*H.mp4,bn080t1afaff_H.mp4,1,2.4,0.7
8,8,109-ib109,med,low,l023.png,21,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,1,1.7,1.2
9,9,120-kz120,low,high,h002.png,0,2,vicarious,99,kz120*L.mp4,kz120t2aaunaff_L.mp4,1,1.5,0.9
10,10,108-th108,high,high,h043.png,26,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,1,3.2,0.6
11,11,115-jy115,low,low,l011.png,3,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,1,2.6,0.7
12,12,108-th108,med,high,h046.png,18,4,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,1,1.6,0.6
13,13,123-jh123,med,high,h053.png,14,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,1,1.7,0.5
14,14,109-ib109,low,high,h049.png,4,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,1,1.6,1.0
15,15,048-aa048,med,low,l022.png,23,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,1,1.4,1.2
16,16,043-jh043,high,high,h041.png,28,6,vicarious,99,jh043*H.mp4,jh043t2aeaff_H.mp4,1,2.3,0.8
17,17,064-ak064,med,low,l021.png,15,3,vicarious,99,ak064*M.mp4,ak064t1aiaff_M.mp4,1,2.8,0.8
18,18,123-jh123,low,low,l005.png,5,1,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,1,2.0,0.5
19,19,096-bg096,high,low,l027.png,31,5,vicarious,99,bg096*H.mp4,bg096t1aeaff_H.mp4,1,1.6,1.0
20,20,097-gf097,med,high,h047.png,16,4,vicarious,99,gf097*M.mp4,gf097t1aiaff_M.mp4,1,1.3,2.6
21,21,097-gf097,high,high,h055.png,30,6,vicarious,99,gf097*H.mp4,gf097t2aaunaff_H.mp4,1,2.7,0.7
22,22,120-kz120,med,low,l037.png,19,3,vicarious,99,kz120*M.mp4,kz120t2aeaff_M.mp4,1,1.2,0.5
23,23,106-nm106,low,high,h048.png,2,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,1,2.6,0.7
24,24,048-aa048,high,low,l026.png,29,5,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,1,2.6,0.6
25,25,115-jy115,high,low,l033.png,33,5,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,1,1.5,0.6
26,26,048-aa048,low,low,l034.png,11,1,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,1,1.9,0.8
27,27,096-bg096,low,low,l039.png,1,1,vicarious,99,bg096*L.mp4,bg096t2afunaff_L.mp4,1,3.0,0.8
28,28,106-nm106,med,low,l035.png,13,3,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,1,3.0,0.5
29,29,080-bn080,low,high,h044.png,6,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,1,1.6,0.7
30,30,109-ib109,high,low,l032.png,27,5,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,1,2.1,1.0
31,31,108-th108,low,low,l008.png,7,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,1,2.6,2.2
32,32,120-kz120,high,low,l036.png,25,5,vicarious,99,kz120*H.mp4,kz120t2aaaff_H.mp4,1,1.9,2.8
33,33,123-jh123,high,high,h040.png,34,6,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,1,1.4,0.6
34,34,064-ak064,high,high,h054.png,32,6,vicarious,99,ak064*H.mp4,ak064t1aaaff_H.mp4,1,1.3,0.8
35,35,097-gf097,low,high,h050.png,8,2,vicarious,99,gf097*L.mp4,gf097t2aiunaff_L.mp4,1,1.7,0.6
