,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,stim_num,same_diff,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0,1,6.0,high_cue,high_stim,1.6,0.6,2.0,2.9,1.0,4.0,9.0,4.0,h046.png,29,diff,2.9,3.9,5.5,9.5,10.1,19.1,21.1,25.1
1,36,1,1,3.0,low_cue,high_stim,2.0,5.9,4.3,4.4,1.0,4.0,9.0,4.0,l023.png,7,same,29.5,30.5,32.5,36.5,42.400000000000006,51.400000000000006,55.7,59.7
2,37,2,1,3.0,low_cue,high_stim,1.4,0.6,2.8,0.6,1.0,4.0,9.0,4.0,l052.png,22,same,60.300000000000004,61.300000000000004,62.7,66.7,67.3,76.30000000000001,79.10000000000001,83.10000000000001
3,1,3,1,6.0,high_cue,high_stim,1.4,1.2,3.9,9.2,1.0,4.0,9.0,4.0,h044.png,22,diff,92.30000000000001,93.30000000000001,94.7,98.7,99.9,108.9,112.80000000000001,116.80000000000001
4,48,4,1,1.0,low_cue,low_stim,2.0,11.2,1.6,0.6,1.0,4.0,9.0,4.0,l030.png,22,same,117.4,118.4,120.4,124.4,135.60000000000002,144.60000000000002,146.20000000000002,150.20000000000002
5,12,5,1,4.0,high_cue,low_stim,2.0,20.1,12.4,6.9,1.0,4.0,9.0,4.0,h024.png,12,diff,157.10000000000002,158.10000000000002,160.10000000000002,164.10000000000002,184.20000000000002,193.20000000000002,205.60000000000002,209.60000000000002
6,60,6,1,2.0,low_cue,med_stim,1.2,3.0,3.9,6.9,1.0,4.0,9.0,4.0,l025.png,45,diff,216.50000000000003,217.50000000000003,218.70000000000002,222.70000000000002,225.70000000000002,234.70000000000002,238.60000000000002,242.60000000000002
7,24,7,1,5.0,high_cue,med_stim,1.6,1.0,4.9,7.1,1.0,4.0,9.0,4.0,h039.png,29,diff,249.70000000000002,250.70000000000002,252.3,256.3,257.3,266.3,271.20000000000005,275.20000000000005
8,25,8,1,5.0,high_cue,med_stim,0.9,1.6,2.4,5.9,1.0,4.0,9.0,4.0,h029.png,22,diff,281.1,282.1,283.00000000000006,287.00000000000006,288.6,297.6,300.00000000000006,304.00000000000006
9,61,9,1,2.0,low_cue,med_stim,2.0,1.6,5.5,5.1,1.0,4.0,9.0,4.0,l055.png,12,same,309.1000000000001,310.1000000000001,312.1000000000001,316.1000000000001,317.70000000000005,326.70000000000005,332.20000000000005,336.20000000000005
10,13,10,1,4.0,high_cue,low_stim,0.9,6.3,2.8,2.3,1.0,4.0,9.0,4.0,h025.png,4,diff,338.50000000000006,339.50000000000006,340.40000000000003,344.40000000000003,350.70000000000005,359.70000000000005,362.50000000000006,366.50000000000006
11,49,11,1,1.0,low_cue,low_stim,0.9,0.8,7.7,2.3,1.0,4.0,9.0,4.0,l039.png,5,diff,368.80000000000007,369.80000000000007,370.70000000000005,374.70000000000005,375.50000000000006,384.50000000000006,392.20000000000005,396.20000000000005
